Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco,Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Sh,Pass,Clr,Err,Matches,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,KP,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off
D. Bronn,2022-2023,Salernitana,it ITA,1. Serie A,34.0,18.0,17.0,16.0,1.0,20.0,30.0,"66,7",10.0,32.0,20.0,12.0,20.0,54.0,58.0,1.0,Partite,14.0,"0,75",12.0,0.0,0.0,0.0,0.0,2.0,"0,11",2.0,0.0,0.0,0.0,0.0,0.0,855.0,1007.0,"84,9",15486.0,6081.0,355.0,387.0,"91,7",407.0,443.0,"91,9",82.0,137.0,"59,9",0.0,0.4,0.8,-0.4,5.0,62.0,4.0,1.0,70.0,942.0,59.0,37.0,1.0,13.0,7.0,22.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Bronn,2023-2024,Salernitana,it ITA,1. Serie A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0,0",1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,"66,7",116.0,60.0,5.0,6.0,"83,3",3.0,4.0,"75,0",0.0,2.0,"0,0",0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Calabria,2022-2023,Milan,it ITA,1. Serie A,71.0,44.0,31.0,32.0,8.0,38.0,61.0,"62,3",23.0,22.0,7.0,15.0,25.0,96.0,34.0,0.0,Partite,37.0,"1,97",30.0,2.0,0.0,3.0,1.0,6.0,"0,32",5.0,0.0,0.0,0.0,1.0,0.0,1040.0,1276.0,"81,5",17672.0,5902.0,484.0,518.0,"93,4",452.0,524.0,"86,3",88.0,187.0,"47,1",4.0,1.7,1.6,2.3,19.0,71.0,19.0,12.0,108.0,1076.0,194.0,18.0,0.0,5.0,41.0,171.0,5.0,0.0,5.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Calabria,2023-2024,Milan,it ITA,1. Serie A,47.0,23.0,27.0,16.0,4.0,31.0,53.0,"58,5",22.0,20.0,4.0,16.0,21.0,68.0,40.0,0.0,Partite,25.0,"1,37",23.0,0.0,0.0,1.0,1.0,5.0,"0,27",5.0,0.0,0.0,0.0,0.0,0.0,988.0,1156.0,"85,5",16863.0,5037.0,437.0,480.0,"91,0",468.0,525.0,"89,1",70.0,121.0,"57,9",3.0,1.0,1.3,2.0,8.0,74.0,19.0,10.0,98.0,970.0,183.0,28.0,1.0,5.0,31.0,155.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. D'Ambrosio,2022-2023,Inter,it ITA,1. Serie A,25.0,17.0,17.0,7.0,1.0,15.0,27.0,"55,6",12.0,12.0,4.0,8.0,10.0,35.0,17.0,0.0,Partite,17.0,"2,09",14.0,0.0,1.0,1.0,0.0,2.0,"0,25",2.0,0.0,0.0,0.0,0.0,0.0,493.0,557.0,"88,5",8396.0,2823.0,212.0,222.0,"95,5",246.0,270.0,"91,1",26.0,51.0,"51,0",2.0,0.7,0.6,1.3,7.0,26.0,5.0,1.0,34.0,530.0,26.0,13.0,0.0,2.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. D'Ambrosio,2023-2024,Monza,it ITA,1. Serie A,51.0,31.0,31.0,17.0,3.0,26.0,38.0,"68,4",12.0,19.0,12.0,7.0,11.0,62.0,30.0,0.0,Partite,13.0,"0,86",5.0,0.0,2.0,1.0,2.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,852.0,951.0,"89,6",15161.0,4787.0,321.0,336.0,"95,5",455.0,481.0,"94,6",63.0,108.0,"58,3",0.0,0.2,0.4,-0.2,4.0,52.0,4.0,1.0,53.0,889.0,61.0,30.0,1.0,2.0,6.0,27.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Dumfries,2022-2023,Inter,it ITA,1. Serie A,35.0,18.0,17.0,13.0,5.0,22.0,34.0,"64,7",12.0,33.0,9.0,24.0,12.0,47.0,26.0,0.0,Partite,71.0,"2,88",48.0,4.0,1.0,8.0,1.0,11.0,"0,45",6.0,0.0,0.0,2.0,3.0,0.0,745.0,1004.0,"74,2",12394.0,3688.0,358.0,416.0,"86,1",313.0,409.0,"76,5",56.0,111.0,"50,5",4.0,4.9,3.9,-0.9,32.0,32.0,32.0,18.0,59.0,833.0,168.0,6.0,1.0,2.0,82.0,162.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Dumfries,2023-2024,Inter,it ITA,1. Serie A,19.0,12.0,7.0,10.0,2.0,7.0,18.0,"38,9",11.0,15.0,6.0,9.0,9.0,28.0,27.0,0.0,Partite,39.0,"2,72",31.0,2.0,3.0,2.0,0.0,6.0,"0,42",4.0,0.0,1.0,0.0,1.0,0.0,450.0,604.0,"74,5",7173.0,2141.0,214.0,263.0,"81,4",185.0,240.0,"77,1",30.0,54.0,"55,6",3.0,3.5,2.7,-0.5,23.0,26.0,23.0,9.0,43.0,501.0,100.0,3.0,0.0,2.0,34.0,97.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Faraoni,2022-2023,Hellas Verona,it ITA,1. Serie A,34.0,24.0,19.0,13.0,2.0,16.0,41.0,"39,0",25.0,30.0,11.0,19.0,15.0,49.0,37.0,0.0,Partite,28.0,"1,70",18.0,2.0,4.0,0.0,0.0,4.0,"0,24",2.0,0.0,1.0,1.0,0.0,0.0,394.0,592.0,"66,6",7297.0,3426.0,167.0,205.0,"81,5",167.0,237.0,"70,5",53.0,112.0,"47,3",3.0,1.0,0.7,2.0,11.0,34.0,20.0,9.0,54.0,451.0,137.0,7.0,1.0,6.0,37.0,130.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Faraoni,2023-2024,Hellas Verona,it ITA,1. Serie A,13.0,10.0,5.0,6.0,2.0,7.0,10.0,"70,0",3.0,9.0,5.0,4.0,6.0,19.0,21.0,0.0,Partite,21.0,"3,13",14.0,5.0,0.0,1.0,1.0,2.0,"0,30",2.0,0.0,0.0,0.0,0.0,0.0,228.0,304.0,"75,0",4121.0,1808.0,103.0,119.0,"86,6",80.0,102.0,"78,4",36.0,62.0,"58,1",1.0,0.4,0.3,0.6,8.0,28.0,6.0,2.0,28.0,235.0,65.0,4.0,1.0,4.0,19.0,59.0,2.0,0.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Huijsen,2023-2024,Roma,it ITA,1. Serie A,4.0,1.0,3.0,1.0,0.0,1.0,3.0,"33,3",2.0,5.0,2.0,3.0,3.0,7.0,20.0,1.0,Partite,8.0,"2,06",4.0,0.0,1.0,1.0,0.0,4.0,"1,03",1.0,0.0,1.0,1.0,1.0,0.0,245.0,278.0,"88,1",4326.0,1575.0,105.0,116.0,"90,5",113.0,123.0,"91,9",23.0,29.0,"79,3",0.0,0.1,0.1,-0.1,1.0,10.0,0.0,0.0,9.0,270.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nikolaou,2022-2023,Spezia,it ITA,1. Serie A,45.0,32.0,31.0,10.0,4.0,25.0,37.0,"67,6",12.0,41.0,26.0,15.0,27.0,72.0,82.0,0.0,Partite,27.0,"0,82",23.0,3.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,1348.0,1660.0,"81,2",24411.0,9983.0,598.0,652.0,"91,7",569.0,651.0,"87,4",149.0,298.0,"50,0",0.0,0.9,0.8,-0.9,10.0,112.0,6.0,2.0,105.0,1519.0,136.0,48.0,0.0,25.0,18.0,67.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nikolaou,2023-2024,Spezia,it ITA,2. Serie B,36.0,27.0,21.0,11.0,4.0,20.0,28.0,"71,4",8.0,27.0,7.0,20.0,22.0,58.0,91.0,0.0,Partite,11.0,"0,47",10.0,0.0,0.0,0.0,1.0,1.0,"0,04",1.0,0.0,0.0,0.0,0.0,0.0,1062.0,1312.0,"80,9",18702.0,7958.0,467.0,502.0,"93,0",483.0,550.0,"87,8",93.0,223.0,"41,7",1.0,0.1,0.3,0.9,4.0,71.0,2.0,2.0,91.0,1200.0,109.0,64.0,0.0,12.0,11.0,40.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Rugani,2022-2023,Juventus,it ITA,1. Serie A,7.0,0.0,6.0,1.0,0.0,4.0,4.0,"100,0",0.0,7.0,5.0,2.0,7.0,14.0,32.0,0.0,Partite,1.0,"0,16",1.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,231.0,262.0,"88,2",4696.0,1347.0,64.0,70.0,"91,4",150.0,159.0,"94,3",17.0,33.0,"51,5",0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,255.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Rugani,2023-2024,Juventus,it ITA,1. Serie A,6.0,4.0,4.0,2.0,0.0,1.0,2.0,"50,0",1.0,9.0,3.0,6.0,7.0,13.0,31.0,0.0,Partite,9.0,"0,96",7.0,0.0,0.0,0.0,0.0,2.0,"0,21",1.0,0.0,0.0,1.0,0.0,0.0,440.0,496.0,"88,7",8572.0,2832.0,123.0,135.0,"91,1",282.0,299.0,"94,3",35.0,55.0,"63,6",0.0,0.0,0.1,0.0,1.0,48.0,1.0,0.0,36.0,483.0,12.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Spence,2022-2023,Tottenham,eng ENG,1. Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"61,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,"55,6",60.0,4.0,4.0,5.0,"80,0",1.0,1.0,"100,0",0.0,0.0,"45,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Spence,2023-2024,Leeds United,eng ENG,2. Championship,17.0,11.0,10.0,5.0,2.0,5.0,8.0,"62,5",3.0,10.0,4.0,6.0,8.0,25.0,11.0,0.0,Partite,9.0,"2,09",6.0,0.0,0.0,2.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,234.0,274.0,"85,4",3373.0,815.0,137.0,151.0,"90,7",83.0,91.0,"91,2",7.0,18.0,"38,9",0.0,0.3,0.2,-0.3,5.0,17.0,4.0,1.0,15.0,224.0,50.0,5.0,0.0,1.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Udogie,2022-2023,Udinese,it ITA,1. Serie A,71.0,45.0,42.0,24.0,5.0,34.0,59.0,"57,6",25.0,34.0,6.0,28.0,36.0,107.0,25.0,0.0,Partite,88.0,"2,93",61.0,6.0,7.0,7.0,3.0,8.0,"0,27",7.0,0.0,0.0,1.0,0.0,0.0,931.0,1127.0,"82,6",13917.0,4753.0,523.0,589.0,"88,8",348.0,410.0,"84,9",37.0,51.0,"72,5",4.0,4.2,2.2,-0.2,34.0,67.0,30.0,4.0,106.0,966.0,160.0,23.0,1.0,2.0,29.0,133.0,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Udogie,2023-2024,Tottenham,eng ENG,1. Premier League,61.0,29.0,38.0,14.0,9.0,24.0,41.0,"58,5",17.0,22.0,6.0,16.0,28.0,89.0,67.0,4.0,Partite,47.0,"2,29",42.0,0.0,3.0,0.0,0.0,7.0,"0,34",6.0,0.0,0.0,1.0,0.0,0.0,932.0,1102.0,"84,6",12607.0,3786.0,582.0,636.0,"91,5",304.0,356.0,"85,4",14.0,25.0,"56,0",3.0,2.0,1.8,1.0,21.0,86.0,11.0,0.0,116.0,925.0,174.0,17.0,0.0,0.0,16.0,157.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Zappacosta,2022-2023,Atalanta,it ITA,1. Serie A,34.0,18.0,17.0,12.0,5.0,15.0,22.0,"68,2",7.0,23.0,2.0,21.0,9.0,43.0,16.0,0.0,Partite,39.0,"2,38",26.0,6.0,3.0,1.0,1.0,8.0,"0,49",5.0,1.0,1.0,1.0,0.0,0.0,771.0,925.0,"83,4",10806.0,3422.0,462.0,494.0,"93,5",258.0,319.0,"80,9",26.0,48.0,"54,2",2.0,1.6,1.4,0.4,15.0,38.0,14.0,9.0,55.0,719.0,204.0,11.0,0.0,0.0,59.0,188.0,5.0,5.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Zappacosta,2023-2024,Atalanta,it ITA,1. Serie A,13.0,12.0,4.0,5.0,4.0,9.0,18.0,"50,0",9.0,19.0,3.0,16.0,3.0,16.0,15.0,0.0,Partite,34.0,"2,41",19.0,3.0,3.0,0.0,0.0,4.0,"0,28",2.0,1.0,0.0,1.0,0.0,0.0,592.0,710.0,"83,4",8900.0,2635.0,342.0,380.0,"90,0",200.0,233.0,"85,8",35.0,52.0,"67,3",1.0,1.2,1.4,-0.2,13.0,31.0,21.0,10.0,54.0,585.0,124.0,11.0,0.0,2.0,54.0,106.0,7.0,1.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Ampadu,2022-2023,Spezia,it ITA,1. Serie A,66.0,37.0,33.0,28.0,5.0,17.0,41.0,"41,5",24.0,48.0,23.0,25.0,36.0,102.0,98.0,0.0,Partite,40.0,"1,36",33.0,0.0,0.0,2.0,1.0,4.0,"0,14",4.0,0.0,0.0,0.0,0.0,0.0,1254.0,1548.0,"81,0",23855.0,9527.0,474.0,538.0,"88,1",631.0,707.0,"89,3",134.0,253.0,"53,0",1.0,1.1,0.9,-0.1,13.0,106.0,14.0,4.0,125.0,1426.0,116.0,46.0,3.0,17.0,11.0,47.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Ampadu,2023-2024,Leeds United,eng ENG,2. Championship,59.0,37.0,27.0,28.0,4.0,23.0,34.0,"67,6",11.0,54.0,28.0,26.0,48.0,107.0,75.0,0.0,Partite,70.0,"2,00",64.0,1.0,0.0,1.0,2.0,5.0,"0,14",5.0,0.0,0.0,0.0,0.0,0.0,2065.0,2349.0,"87,9",37216.0,10983.0,845.0,922.0,"91,6",1037.0,1122.0,"92,4",158.0,244.0,"64,8",1.0,1.9,2.5,-0.9,30.0,192.0,17.0,0.0,179.0,2247.0,92.0,56.0,11.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Holm,2022-2023,Spezia,it ITA,1. Serie A,26.0,15.0,13.0,8.0,5.0,16.0,31.0,"51,6",15.0,21.0,6.0,15.0,9.0,35.0,41.0,0.0,Partite,36.0,"2,33",24.0,5.0,2.0,3.0,0.0,1.0,"0,06",1.0,0.0,0.0,0.0,0.0,0.0,342.0,573.0,"59,7",5181.0,1707.0,178.0,246.0,"72,4",127.0,204.0,"62,3",17.0,63.0,"27,0",1.0,1.3,1.1,-0.3,13.0,30.0,12.0,5.0,40.0,463.0,108.0,1.0,1.0,3.0,50.0,107.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Holm,2023-2024,Atalanta,it ITA,1. Serie A,18.0,13.0,12.0,4.0,2.0,9.0,27.0,"33,3",18.0,17.0,3.0,14.0,7.0,25.0,17.0,0.0,Partite,15.0,"2,02",8.0,2.0,1.0,2.0,0.0,4.0,"0,54",1.0,1.0,0.0,0.0,2.0,0.0,222.0,334.0,"66,5",3273.0,1161.0,134.0,171.0,"78,4",73.0,104.0,"70,2",12.0,37.0,"32,4",1.0,0.7,0.7,0.3,3.0,10.0,4.0,3.0,20.0,262.0,71.0,2.0,0.0,0.0,22.0,69.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Hysaj,2022-2023,Lazio,it ITA,1. Serie A,39.0,23.0,24.0,11.0,4.0,23.0,41.0,"56,1",18.0,31.0,7.0,24.0,20.0,59.0,42.0,0.0,Partite,38.0,"1,71",34.0,0.0,2.0,2.0,0.0,2.0,"0,09",2.0,0.0,0.0,0.0,0.0,0.0,1186.0,1399.0,"84,8",17630.0,7029.0,669.0,715.0,"93,6",420.0,487.0,"86,2",60.0,114.0,"52,6",1.0,1.1,1.1,-0.1,13.0,101.0,15.0,6.0,103.0,1208.0,190.0,23.0,2.0,5.0,16.0,167.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Hysaj,2023-2024,Lazio,it ITA,1. Serie A,17.0,9.0,6.0,10.0,1.0,10.0,17.0,"58,8",7.0,12.0,5.0,7.0,9.0,26.0,26.0,0.0,Partite,10.0,"1,26",9.0,0.0,0.0,1.0,0.0,1.0,"0,13",1.0,0.0,0.0,0.0,0.0,0.0,462.0,543.0,"85,1",6898.0,3006.0,265.0,290.0,"91,4",151.0,181.0,"83,4",27.0,41.0,"65,9",0.0,0.3,0.3,-0.3,7.0,31.0,5.0,2.0,30.0,462.0,80.0,8.0,1.0,0.0,6.0,72.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Valeri,2022-2023,Cremonese,it ITA,1. Serie A,54.0,27.0,29.0,21.0,4.0,29.0,69.0,"42,0",40.0,17.0,3.0,14.0,22.0,76.0,44.0,1.0,Partite,94.0,"3,04",67.0,15.0,2.0,8.0,1.0,5.0,"0,16",3.0,2.0,0.0,0.0,0.0,0.0,753.0,1258.0,"59,9",13771.0,6184.0,330.0,407.0,"81,1",303.0,492.0,"61,6",96.0,258.0,"37,2",3.0,4.6,3.8,-1.6,53.0,66.0,52.0,32.0,90.0,940.0,309.0,24.0,4.0,20.0,147.0,272.0,13.0,0.0,12.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Valeri,2023-2024,Frosinone,it ITA,1. Serie A,8.0,7.0,5.0,2.0,1.0,6.0,7.0,"85,7",1.0,2.0,1.0,1.0,4.0,12.0,7.0,0.0,Partite,5.0,"1,58",3.0,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,83.0,139.0,"59,7",1346.0,591.0,44.0,51.0,"86,3",29.0,50.0,"58,0",6.0,25.0,"24,0",0.0,0.2,0.3,-0.2,5.0,6.0,2.0,2.0,7.0,108.0,31.0,5.0,0.0,1.0,16.0,25.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Acerbi,2022-2023,Inter,it ITA,1. Serie A,33.0,19.0,22.0,7.0,4.0,20.0,27.0,"74,1",7.0,25.0,18.0,7.0,41.0,74.0,85.0,2.0,Partite,37.0,"1,37",34.0,1.0,0.0,0.0,0.0,1.0,"0,04",1.0,0.0,0.0,0.0,0.0,0.0,1455.0,1644.0,"88,5",27034.0,8090.0,545.0,594.0,"91,8",737.0,802.0,"91,9",149.0,202.0,"73,8",2.0,1.1,1.2,0.9,16.0,86.0,14.0,3.0,100.0,1546.0,93.0,41.0,1.0,10.0,22.0,21.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Acerbi,2023-2024,Inter,it ITA,1. Serie A,18.0,11.0,14.0,4.0,0.0,9.0,12.0,"75,0",3.0,10.0,7.0,3.0,24.0,42.0,51.0,0.0,Partite,15.0,"0,82",12.0,0.0,0.0,0.0,0.0,1.0,"0,05",1.0,0.0,0.0,0.0,0.0,0.0,1080.0,1197.0,"90,2",19381.0,5950.0,418.0,453.0,"92,3",562.0,603.0,"93,2",79.0,111.0,"71,2",1.0,1.7,1.1,-0.7,5.0,42.0,3.0,1.0,54.0,1149.0,47.0,32.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Ballo-Toure,2022-2023,Milan,it ITA,1. Serie A,14.0,9.0,7.0,6.0,1.0,7.0,10.0,"70,0",3.0,11.0,3.0,8.0,2.0,16.0,3.0,0.0,Partite,8.0,"1,38",4.0,1.0,1.0,1.0,1.0,1.0,"0,17",0.0,0.0,1.0,0.0,0.0,0.0,234.0,281.0,"83,3",3827.0,1223.0,117.0,128.0,"91,4",103.0,119.0,"86,6",13.0,26.0,"50,0",0.0,0.2,0.3,-0.2,4.0,13.0,8.0,5.0,25.0,219.0,62.0,6.0,0.0,1.0,17.0,56.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Ballo-Toure,2023-2024,Fulham,eng ENG,1. Premier League,3.0,2.0,1.0,2.0,0.0,1.0,1.0,"100,0",0.0,1.0,0.0,1.0,3.0,6.0,2.0,0.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,"71,4",881.0,200.0,21.0,27.0,"77,8",23.0,30.0,"76,7",5.0,6.0,"83,3",0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,52.0,17.0,1.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Baschirotto,2022-2023,Lecce,it ITA,1. Serie A,40.0,30.0,35.0,5.0,0.0,22.0,36.0,"61,1",14.0,45.0,29.0,16.0,36.0,76.0,192.0,0.0,Partite,20.0,"0,54",15.0,2.0,0.0,0.0,1.0,1.0,"0,03",1.0,0.0,0.0,0.0,0.0,0.0,1049.0,1432.0,"73,3",22612.0,8666.0,280.0,331.0,"84,6",588.0,706.0,"83,3",170.0,350.0,"48,6",0.0,0.7,0.8,-0.7,8.0,86.0,7.0,3.0,107.0,1312.0,113.0,66.0,1.0,22.0,14.0,41.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Baschirotto,2023-2024,Lecce,it ITA,1. Serie A,15.0,8.0,11.0,4.0,0.0,4.0,8.0,"50,0",4.0,33.0,21.0,12.0,20.0,35.0,101.0,1.0,Partite,15.0,"0,61",12.0,1.0,0.0,0.0,1.0,1.0,"0,04",1.0,0.0,0.0,0.0,0.0,0.0,1029.0,1219.0,"84,4",20342.0,6244.0,300.0,342.0,"87,7",579.0,623.0,"92,9",132.0,221.0,"59,7",1.0,0.7,0.3,0.3,2.0,47.0,0.0,0.0,63.0,1119.0,96.0,41.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
